,Head,Flow
0,0.0,0.0
1,370.0,1444.56
2,375.0,1508.92
3,380.0,1489.82
4,385.0,1470.03
5,390.0,1519.93
6,395.0,1500.18
7,400.0,1548.6
8,405.0,1528.82
9,410.0,1710.26
10,415.0,1554.98
11,420.0,1536.9
12,425.0,1580.69
13,430.0,1561.8
14,435.0,1543.94
15,440.0,1586.99
16,445.0,1568.36
17,450.0,1610.86
18,455.0,1592.92
19,460.0,1639.79
20,465.0,1620.05
21,470.0,1658.68
