,Head,Flow
0,0.0,0.0
1,370.0,2312.79
2,375.0,2356.55
3,380.0,2359.98
4,385.0,2402.75
5,390.0,2405.8
6,395.0,2447.72
7,400.0,2411.95
8,405.0,2377.07
9,410.0,2343.04
10,415.0,2309.83
11,420.0,2277.41
12,425.0,2245.76
13,430.0,2214.84
14,435.0,2184.63
15,440.0,2155.11
16,445.0,2126.25
17,450.0,2098.03
18,455.0,2070.43
19,460.0,2043.43
20,465.0,2017.01
21,470.0,1991.16
