,Head,Flow
0,0.0,0.0
1,370.0,1407.51
2,375.0,1386.34
3,380.0,1365.73
4,385.0,1345.65
5,390.0,1392.28
6,395.0,1372.11
7,400.0,1352.44
8,405.0,1333.27
9,410.0,1314.55
10,415.0,1296.29
11,420.0,1278.47
12,425.0,1320.92
13,430.0,1302.99
14,435.0,1285.47
15,440.0,1268.35
16,445.0,1251.62
17,450.0,1235.26
18,455.0,1219.26
19,460.0,1258.21
20,465.0,1242.1
21,470.0,1226.33
